protocolTitle,year_loc,FIELD_plantingSeason,FIELD_pipeline,sub_market,FIELD_Country,FIELD_name,commercialName,trait,OBS_numValue,QC_Flag
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF19_LAPALMA_ALHE_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF19_LAPALMA_ALHE_FTNY_W23,STATUSVIP3,LDSR_DIPDMA,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1820PRO4,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1820PRO4,LDSR_PUCCSO,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1820PRO4,LDSR_CURVSP,7,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1820PRO4,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1820PRO4,LDSR_CERCZM,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1820PRO4,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1822PRO4,LDSR_CURVSP,7,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1822PRO4,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1822PRO4,LDSR_DIPDMA,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1822PRO4,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1822PRO4,LDSR_PUCCSO,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,AS1822PRO4,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088VT3P,LDSR_CURVSP,5,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088VT3P,LDSR_PUCCSO,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088VT3P,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088VT3P,LDSR_CERCZM,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088VT3P,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088VT3P,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088RR,LDSR_DIPDMA,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088RR,LDSR_PUCCSO,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088RR,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088RR,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088RR,LDSR_CURVSP,5,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7088RR,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7500VT3P,LDSR_CURVSP,5,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7500VT3P,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7500VT3P,LDSR_PUCCSO,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7500VT3P,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7500VT3P,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,DK7500VT3P,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,30F35VYHR,LDSR_PUCCSO,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,30F35VYHR,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,30F35VYHR,LDSR_DIPDMA,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,30F35VYHR,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,30F35VYHR,LDSR_CURVSP,5,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,30F35VYHR,LDSR_CERCZM,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,NK4015VIP3,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,NK4015VIP3,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,NK4015VIP3,LDSR_DIPDMA,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,NK4015VIP3,LDSR_PUCCSO,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,NK4015VIP3,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,NK4015VIP3,LDSR_CURVSP,7,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,STATUSVIP3,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,STATUSVIP3,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,STATUSVIP3,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,STATUSVIP3,LDSR_CURVSP,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,STATUSVIP3,LDSR_PUCCSO,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF17_ELDORADO_MIMA_FTNY_W23,STATUSVIP3,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1820PRO4,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1820PRO4,LDSR_CERCZM,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1820PRO4,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1820PRO4,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1820PRO4,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1820PRO4,LDSR_CURVSP,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1822PRO4,LDSR_CURVSP,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1822PRO4,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1822PRO4,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1822PRO4,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1822PRO4,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,AS1822PRO4,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088VT3P,LDSR_CERCZM,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088VT3P,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088VT3P,LDSR_CURVSP,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088VT3P,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088VT3P,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088VT3P,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088RR,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088RR,LDSR_CURVSP,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088RR,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088RR,LDSR_DIPDMA,3,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088RR,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7088RR,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7500VT3P,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7500VT3P,LDSR_CURVSP,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7500VT3P,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7500VT3P,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7500VT3P,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,DK7500VT3P,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,30F35VYHR,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,30F35VYHR,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,30F35VYHR,LDSR_CURVSP,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,30F35VYHR,LDSR_CERCZM,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,30F35VYHR,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,30F35VYHR,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,NK4015VIP3,LDSR_DIPDMA,2,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,NK4015VIP3,LDSR_PUCCSO,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,NK4015VIP3,LDSR_CURVSP,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,NK4015VIP3,LDSR_TARSC,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,NK4015VIP3,LDSR_CERCZM,1,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,NK4015VIP3,LDSR_SETOTU,0,
COL 23 SS REG CORN GERM ME3 FTN VT4P YELLOW,2023_GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,2023,ME3 TROPIC,YELLOW BIOTECH,Colombia,GOYDM_DF20_LOSNARANJOS_ELBA_FTNY_W23,STATUSVIP3,LDSR_DIPDMA,3,
